Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
Man Industries,3.8,(147 reviews),314 followers ,"Industrial Equipment / Machinery, Import & Export, Metals & Mining, Public, Indian MNC, B2B",Public,1988 (36 yrs old),10001-50000,,,Indian MNC
Koenig Solutions,3.9,(267 reviews),127 followers ,"Education / Training, IT Services & Consulting, Private, Indian MNC, B2C, B2B",Private,1993 (31 yrs old),501-1000,"Gurgaon/Gurugram, Haryana",https://www.koenig-solutions.com,Indian MNC
Jagsonpal Pharmaceuticals,3.6,(151 reviews),0,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C, B2B",Public,1978 (46 yrs old),1001-5000,,http://www.jagsonpal.com,Indian MNC
Chiptest,,,0,"Electronic Components / Semiconductors, Public, Indian MNC, B2B",Public,2005 (19 yrs old),,,http://www.chiptest.in,Indian MNC
AirAsia,3.6,(261 reviews),4.8K followers ,"Aviation, Public, Indian MNC, B2C",Public,2013 (11 yrs old),10001-50000,,http://www.airasia.com,Indian MNC
Birlasoft,3.8,(2.4K reviews),49.5K followers ,"IT Services & Consulting, Public, Indian MNC, B2B",Public,1995 (29 yrs old),5001-10000,,https://www.birlasoft.com/,Indian MNC
Taj Hotels,4.2,(1.9K reviews),136 followers ,"Hotels & Restaurants, Corporate, Indian MNC, B2C, B2B",,1903 (121 yrs old),10001-50000,,http://www.tajhotels.com,Indian MNC
ASB International,4,(459 reviews),0,"Industrial Equipment / Machinery, Private, Indian MNC, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.asbindia.com/network.html,Indian MNC
Espire Infolabs,,,4.1K followers ,"IT Services & Consulting, Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2001 (23 yrs old),1001-5000,"Gurgaon/Gurugram, Haryana",,Indian MNC
A K Capital Services,,,0,"Investment Banking / Venture Capital / Private Equity, Public, Indian MNC, B2B",Public,1993 (31 yrs old),201-500,,http://www.akgroup.co.in,Indian MNC
IndusInd Bank,3.7,(9.3K reviews),68.5K followers ,"Banking, Financial Services, Public, Indian MNC, B2C",Public,1994 (30 yrs old),10001-50000, Mumbai,http://www.indusind.com,Indian MNC
Azilen,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2009 (15 yrs old),201-500,,https://www.azilen.com,Indian MNC
Mankind Pharma,4.1,(2.1K reviews),47.3K followers ,"Pharmaceutical & Life Sciences, Private, Indian MNC, B2C",Private,1995 (29 yrs old),10001-50000, New Delhi,https://www.mankindpharma.com/,Indian MNC
Advent Global Solutions,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.adventglobal.com,Indian MNC
Dhanush InfoTech,3.7,(76 reviews),0,"IT Services & Consulting, Financial Services, Private, Indian MNC, B2B",Private,2008 (16 yrs old),501-1000,,http://www.dhanushinfotech.com/Pages/index.htm,Indian MNC
Monte Carlo,4.2,(389 reviews),0,"Textile & Apparel, Internet, Retail, Public, Indian MNC, B2C, B2B, Soonicorn",Public,1984 (40 yrs old),1001-5000,,https://www.montecarlo.in/,Indian MNC
Softpulse Infotech,5,(3 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2011 (13 yrs old),Nov-50,,https://softpulseinfotech.com,Indian MNC
Rudra Softech,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.rudrasoftech.com,Indian MNC
e Zest,4.1,(247 reviews),0,"IT Services & Consulting, Public, Indian MNC, B2B",Public,2000 (24 yrs old),1001-5000,"Pune, India",https://www.e-zest.com/,Indian MNC
Kirloskar Oil Engines (KOEL),4.2,(832 reviews),640 followers ,"Industrial Equipment / Machinery, Public, Corporate, Indian MNC, B2C, B2B",Public,1946 (78 yrs old),1001-5000,"Pune, Maharashtra",http://koel.kirloskar.com/,Indian MNC
NewAge Software & Solutions,,,0,"IT Services & Consulting, Financial Services, Private, Indian MNC, B2B",Private,2006 (18 yrs old),51-200,,http://www.newage-global.com,Indian MNC
Ajmera Realty & Infra,3.6,(83 reviews),0,"Real Estate, Public, Indian MNC, B2C, B2B",Public,1967 (57 yrs old),501-1000,,http://www.aril.co.in,Indian MNC
Mayur Uniquoters,4.2,(162 reviews),0,"Leather, Textile & Apparel, Public, Indian MNC, B2B",Public,1992 (32 yrs old),201-500,,http://www.mayuruniquoters.com/,Indian MNC
Alletec,4.2,(53 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2000 (24 yrs old),201-500,,https://www.alletec.com/,Indian MNC
Multisoft Systems,,,0,"Education / Training, Private, Indian MNC, B2C",Private,2002 (22 yrs old),501-1000,,https://www.multisoftsystems.com,Indian MNC
Transasia Bio Medicals,,,0,"Biotechnology, Industrial Equipment / Machinery, Private, Indian MNC, B2C, B2B",Private,1979 (45 yrs old),1001-5000,,https://transasia.co.in/,Indian MNC
Webstep Technologies,4.1,(15 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2014 (10 yrs old),Nov-50,"Kolkata, India",https://www.webstep.in,Indian MNC
Neogen Chemicals,3.9,(112 reviews),0,"Chemicals, Private, Indian MNC, B2B",Private,1989 (35 yrs old),201-500,,https://neogenchem.com/,Indian MNC
Emami Agrotech,3.9,(460 reviews),4.9K followers ,"Food Processing, Public, Indian MNC, B2C",Public,2002 (22 yrs old),1001-5000,,,Indian MNC
Suven Life Sciences,3.6,(126 reviews),205 followers ,"Pharmaceutical & Life Sciences, Clinical Research / Contract Research, Public, Indian MNC, B2C, B2B",Public,1989 (35 yrs old),51-200,"Hyderabad/Secunderabad, Telangana",http://www.suven.com/index.aspx,Indian MNC
Bliss Gvs Pharma,3.9,(204 reviews),0,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2B",Public,1984 (40 yrs old),201-500,,http://www.blissgvs.com,Indian MNC
ZIGRAM ,4.2,(233 reviews),0,"Software Product, Financial Services, Banking, FinTech / Payments, NBFC, Private, Indian MNC, B2B",Private,2018 (6 yrs old),501-1000,"Gurgaon, India",https://www.zigram.tech/,Indian MNC
Global Healthcare Billing Partners,,,1.2K followers ,"BPO / Call Centre, Medical Services / Hospital, Private, Indian MNC, B2C",Private,1999 (25 yrs old),1001-5000,"Chennai, Tamil Nadu",https://ghcbp.com/,Indian MNC
GlobalData,3.6,(448 reviews),9.2K followers ,"Analytics / KPO / Research, Private, Indian MNC, B2B",Private,1984 (40 yrs old),1001-5000,,http://www.globaldata.com,Indian MNC
IPE Global,3.9,(279 reviews),0,"Management Consulting, IT Services & Consulting, Public, Indian MNC, B2B",Public,1998 (26 yrs old),501-1000,,https://www.ipeglobal.com/,Indian MNC
Manipal Technologies,4,(234 reviews),2.1K followers ,"Printing & Publishing, Financial Services, Retail, Private, Indian MNC, B2C, B2B",Private,1941 (83 yrs old),5001-10000,,,Indian MNC
Punchh Tech India,3.6,(21 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2011 (13 yrs old),51-200,,https://punchh.com,Indian MNC
Skillmine Technology,3.9,(210 reviews),0,"IT Services & Consulting, Emerging Technologies, Software Product, Private, Indian MNC, B2B",Private,2011 (13 yrs old),1001-5000,"Mumbai, Maharashtra",https://skill-mine.com/,Indian MNC
Afcons,4.4,(2.1K reviews),5.8K followers ,"Engineering & Construction, Partnership, Indian MNC, B2B",Partnership,1959 (65 yrs old),1001-5000,"Mumbai, India",https://www.afcons.com/,Indian MNC
PIX Transmissions,3.9,(153 reviews),0,"Textile & Apparel, Industrial Equipment / Machinery, Public, Indian MNC, B2C",Public,1981 (43 yrs old),1001-5000,,http://www.pixtrans.com,Indian MNC
Softenger,4.3,(821 reviews),0,"IT Services & Consulting, Software Product, Private, Indian MNC, B2B",Private,1999 (25 yrs old),501-1000,"Pune, India",https://www.softenger.com,Indian MNC
Snowman Logistics,4.3,(173 reviews),0,"Courier / Logistics, Public, Indian MNC, B2C, B2B",Public,1996 (28 yrs old),1001-5000,,http://www.snowman.in,Indian MNC
BlazeClan Technologies,3.8,(142 reviews),0,"IT Services & Consulting, Internet, Private, Indian MNC, B2B",Private,2010 (14 yrs old),201-500,,https://www.blazeclan.com/in/,Indian MNC
Beri Udyog,3.9,(151 reviews),0,"Industrial Equipment / Machinery, Agriculture / Forestry / Fishing, Private, Indian MNC, B2B",Private,1978 (46 yrs old),501-1000,,http://www.fieldking.com,Indian MNC
SISA Information Security,,,0,"Emerging Technologies, Private, Indian MNC, B2B",Private,2003 (21 yrs old),201-500,,https://www.sisainfosec.com,Indian MNC
Saasvaap Techies,4.2,(65 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2004 (20 yrs old),51-200,,https://www.saasvaap.com,Indian MNC
Jai Research Foundation,4.1,(50 reviews),0,"Analytics / KPO / Research, Private, Indian MNC, B2B",Private,1977 (47 yrs old),201-500,,http://www.jrfglobal.com,Indian MNC
Berger Paints,3.8,(2.7K reviews),46.7K followers ,"Chemicals, Public, Indian MNC, B2C, B2B",Public,1923 (101 yrs old),5001-10000,"West Bengal, India",https://www.bergerpaints.com/,Indian MNC
CROPIN TECHNOLOGY SOLUTIONS,,,1.4K followers ,"Software Product, Internet, Analytics / KPO / Research, IT Services & Consulting, Private, Indian MNC, B2B, SaaS, Minicorn",Private,2010 (14 yrs old),201-500,"Bengaluru, India",https://www.cropin.com,Indian MNC
Mastek,3.6,(651 reviews),788 followers ,"IT Services & Consulting, Hardware & Networking, Software Product, Public, Indian MNC, B2B",Public,1982 (42 yrs old),1001-5000,,https://www.mastek.com/,Indian MNC
Relaxo,4.3,(1.2K reviews),13K followers ,"Textile & Apparel, Public, Indian MNC, B2C",Public,1976 (48 yrs old),5001-10000,,http://www.relaxofootwear.com,Indian MNC
Covalensedigital,3.7,(48 reviews),778 followers ,"IT Services & Consulting, Internet, Private, Indian MNC, B2B",Private,2006 (18 yrs old),501-1000,"Bengaluru/Bangalore, India",http://www.covalensedigital.com,Indian MNC
Sun Pharma,4.1,(5K reviews),102K followers ,"Pharmaceutical & Life Sciences, Analytics / KPO / Research, Public, Indian MNC, B2B",Public,1983 (41 yrs old),10001-50000,"Mumbai, Maharashtra",https://sunpharma.com/,Indian MNC
Ipca,4,(2.5K reviews),36.4K followers ,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C",Public,1949 (75 yrs old),10001-50000,,,Indian MNC
Parle Agro,4.1,(1.8K reviews),340 followers ,"Beverage, FMCG, Private, Indian MNC, B2B",Private,1984 (40 yrs old),1001-5000,,http://www.parleagro.com,Indian MNC
Future Focus Infotech,3.6,(701 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1997 (27 yrs old),1001-5000,,https://focusinfotech.com/,Indian MNC
GSK India,4.2,(1.6K reviews),11.7K followers ,"Pharmaceutical & Life Sciences, Foreign MNC, Indian MNC, B2C, B2B",,1830 (194 yrs old),50001-100000,,http://www.gsk-india.com,Indian MNC
SZI Technologies,,,0,"IT Services & Consulting, Internet, Private, Indian MNC, B2B",Private,2010 (14 yrs old),51-200,,http://www.szitechnologies.com/,Indian MNC
Lava International,4.1,(1.9K reviews),35.4K followers ,"Consumer Electronics & Appliances, Internet, Public, Indian MNC, B2C",Public,2009 (15 yrs old),10001-50000,,,Indian MNC
Shapoorji Pallonji Group,4.2,(4.3K reviews),97.7K followers ,"Engineering & Construction, Power, Real Estate, Private, Indian MNC, B2C, B2B, Conglomerate",Private,1865 (159 yrs old),50001-100000,"Mumbai, India",https://www.shapoorjipallonji.com/,Indian MNC
Varun Beverages Limited,4.1,(3K reviews),64.8K followers ,"Beverage, Food Processing, Public, Indian MNC, B2C, B2B",Public,1995 (29 yrs old),10001-50000,"Gurugram, India",https://varunbeverages.com/,Indian MNC
EVRY India,4,(208 reviews),5.2K followers ,"IT Services & Consulting, Software Product, Private, Indian MNC, B2B",Private,1968 (56 yrs old),10001-50000,"Bengaluru/Bangalore, Karnataka",https://www.evry.com/in,Indian MNC
Glenmark Pharmaceuticals,4,(2.5K reviews),29.3K followers ,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C",Public,1977 (47 yrs old),10001-50000,,,Indian MNC
Indimedi,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2014 (10 yrs old),Nov-50,,http://www.indimedi.in,Indian MNC
Suzlon Group,4.1,(2K reviews),15.2K followers ,"Power, Internet, Public, Indian MNC, B2B",Public,1995 (29 yrs old),5001-10000,,https://www.suzlon.com/,Indian MNC
WABAG,4,(544 reviews),275 followers ,"Water Treatment / Waste Management, Power, Public, Indian MNC, B2B",Public,1924 (100 yrs old),1001-5000,"Chennai, Tamil Nadu",https://www.wabag.com/,Indian MNC
Experian,3.7,(84 reviews),348 followers ,"Analytics / KPO / Research, Financial Services, Internet, Private, Indian MNC, B2B",Private,2006 (18 yrs old),10001-50000,,,Indian MNC
KCP,4.1,(198 reviews),0,"Building Material, Power, Engineering & Construction, Public, Indian MNC, B2C",Public,1941 (83 yrs old),1001-5000,,http://kcp.co.in/,Indian MNC
Teleindia Networks,3.9,(182 reviews),0,"Telecom / ISP, Hardware & Networking, IT Services & Consulting, Private, Indian MNC, B2B",Private,2006 (18 yrs old),51-200,,http://www.teleindianetworks.com,Indian MNC
Fusion Business Solutions,,,0,"BPO / Call Centre, Recruitment / Staffing, Insurance, Medical Services / Hospital, Accounting / Auditing, Private, Indian MNC, B2B",Private,2006 (18 yrs old),Nov-50,,https://www.fusionfirst.com/,Indian MNC
Powerweave,,,0,"BPO / Call Centre, IT Services & Consulting, Private, Indian MNC, B2B",Private,2001 (23 yrs old),1001-5000,,http://www.powerweave.com,Indian MNC
Softpulse Infotech,5,(3 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2011 (13 yrs old),Nov-50,,https://softpulseinfotech.com,Indian MNC
Hindustan Unilever (HUL),4.3,(5K reviews),20.6K followers ,"FMCG, Retail, Public, Indian MNC, B2C, Conglomerate",Public,1872 (152 yrs old),10001-50000, Mumbai,https://www.hul.co.in/,Indian MNC
Thejo Engineering,3.7,(135 reviews),0,"Engineering & Construction, Public, Indian MNC, B2B",Public,1974 (50 yrs old),1001-5000,,http://www.thejo-engg.com/,Indian MNC
Bajaj Finance,4.1,(5.7K reviews),11.4K followers ,"NBFC, Financial Services, Private, Indian MNC, B2C, B2B",Private,1987 (37 yrs old),10001-50000,,https://www.bajajautofinance.com/,Indian MNC
Elecon Engineering,4.3,(274 reviews),5.2K followers ,"Industrial Equipment / Machinery, Engineering & Construction, Public, Indian MNC, B2B",Public,1951 (73 yrs old),1001-5000,,,Indian MNC
Opteamix,3.9,(69 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2C",Private,2012 (12 yrs old),201-500,,http://www.opteamix.com,Indian MNC
SHL,3.8,(105 reviews),312 followers ,"Software Product, Internet, Education / Training, Private, Indian MNC, B2C, SaaS",Private,2008 (16 yrs old),201-500,"Gurgaon, India",,Indian MNC
Angler Technologies,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2001 (23 yrs old),51-200,,http://www.angleritech.com,Indian MNC
M N Dastur & Company,3.9,(241 reviews),0,"Metals & Mining, Engineering & Construction, Private, Indian MNC, B2B",Private,1955 (69 yrs old),1001-5000, Kolkata,http://www.dasturco.co.in/,Indian MNC
Transasia Bio Medicals,,,0,"Biotechnology, Industrial Equipment / Machinery, Private, Indian MNC, B2C, B2B",Private,1979 (45 yrs old),1001-5000,,https://transasia.co.in/,Indian MNC
Hinduja Global Solutions (HGS),3.9,(6.6K reviews),53.8K followers ,"IT Services & Consulting, Emerging Technologies, Public, Indian MNC, B2C, B2B, Conglomerate",Public,2000 (24 yrs old),10001-50000,,http://joinhgs.com,Indian MNC
Fineotex Chemical,4.1,(23 reviews),0,"Chemicals, Public, Indian MNC, B2B",Public,1994 (30 yrs old),501-1000,,http://www.fineotex.com,Indian MNC
Xcaliber Infotech,3.8,(58 reviews),141 followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2008 (16 yrs old),51-200,,http://www.xcaliberinfotech.com,Indian MNC
Infinite,,,9.1K followers ,"IT Services & Consulting, Public, Indian MNC, B2B",Public,2001 (23 yrs old),10001-50000,"Rockville , United States (USA)",https://www.infinite.com/,Indian MNC
Tejas Networks,4.1,(302 reviews),147 followers ,"Hardware & Networking, Internet, Public, Indian MNC, B2B",Public,2000 (24 yrs old),1001-5000,,http://www.tejasnetworks.com,Indian MNC
Raymond,4.2,(1.6K reviews),873 followers ,"Textile & Apparel, FMCG, Retail, Public, Indian MNC, B2C, Conglomerate",Public,1925 (99 yrs old),1001-5000,,,Indian MNC
Nipro India Corporation,,,0,"Medical Services / Hospital, Private, Indian MNC, B2B",Private,2010 (14 yrs old),1001-5000,,http://www.niproindia.com,Indian MNC
Meyer Organics,,,5.6K followers ,"Pharmaceutical & Life Sciences, Import & Export, Private, Indian MNC, B2C",Private,1982 (42 yrs old),1001-5000,"Thane, Maharashtra",https://meyer.co.in/,Indian MNC
BESTSELLERS COCHIN,4.2,(922 reviews),0,"Textile & Apparel, Retail, Private, Indian MNC, B2C",Private,1975 (49 yrs old),10001-50000,,http://about.bestseller.com,Indian MNC
Uflex,3.8,(1.4K reviews),12.5K followers ,"Packaging & Containers, Auto Components, Public, Indian MNC, B2B, Conglomerate",Public,1985 (39 yrs old),5001-10000,"Noida, Uttar Pradesh",https://www.uflexltd.com/,Indian MNC
Shakti Pumps,3.9,(245 reviews),0,"Industrial Equipment / Machinery, Public, Indian MNC, B2B",Public,1982 (42 yrs old),1001-5000,,http://www.shaktipumps.com/,Indian MNC
Volkswagen Group Technology Solution,3.8,(282 reviews),253 followers ,"Software Product, Financial Services, Auto Components, Corporate, Indian MNC, B2B",,2016 (8 yrs old),1001-5000,"Pune, Maharashtra",https://www.vwits.in/,Indian MNC
V2 Retail,,,417 followers ,"Retail, Public, Indian MNC, B2C",Public,2001 (23 yrs old),1001-5000,,http://www.v2retail.com/,Indian MNC
Saasvaap Techies,4.2,(65 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2004 (20 yrs old),51-200,,https://www.saasvaap.com,Indian MNC
Forbes Marshall,4.1,(469 reviews),3.5K followers ,"Industrial Equipment / Machinery, Private, Indian MNC, B2B",Private,1925 (99 yrs old),1001-5000,Maharashtra,https://www.forbesmarshall.com/India,Indian MNC
Flatworld Solutions (FWS),3.7,(282 reviews),0,"BPO / Call Centre, Recruitment / Staffing, Private, Indian MNC, B2B",Private,2006 (18 yrs old),1001-5000,,http://www.flatworldsolutions.com,Indian MNC
OptiSol Business Solutions,4.1,(125 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2006 (18 yrs old),201-500,,http://www.optisolbusiness.com,Indian MNC
Allindia Technologies,3.8,(12 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1996 (28 yrs old),51-200,,http://www.allindia.com,Indian MNC
Cosmo Films,3.8,(323 reviews),0,"Packaging & Containers, Public, Indian MNC, B2B",Public,1981 (43 yrs old),501-1000,,http://www.cosmofilms.com,Indian MNC
Autograde International,3.9,(5 reviews),0,"Auto Components, Financial Services, Private, Indian MNC, B2C, B2B",Private,2007 (17 yrs old),,,http://www.autograde.in,Indian MNC
Kabra Extrusion Technik,3.9,(84 reviews),0,"Industrial Equipment / Machinery, Public, Indian MNC, B2B",Public,1962 (62 yrs old),201-500,,http://www.kolsite.com,Indian MNC
GSK India,4.2,(1.6K reviews),11.7K followers ,"Pharmaceutical & Life Sciences, Foreign MNC, Indian MNC, B2C, B2B",,1830 (194 yrs old),50001-100000,,http://www.gsk-india.com,Indian MNC
INTEC INFRA Technologies,,,0,"Architecture / Interior Design, IT Services & Consulting, Private, Indian MNC, B2C",Private,1996 (28 yrs old),51-200,,http://www.intecinfra.com/,Indian MNC
Emcure,3.8,(1.7K reviews),4.9K followers ,"Pharmaceutical & Life Sciences, Private, Indian MNC, B2C",Private,1981 (43 yrs old),10001-50000,"Pune, India",https://www.emcure.com,Indian MNC
Gandhi Institute of Technology and Management (GITAM),3.9,(201 reviews),0,"Education / Training, Private, Indian MNC, B2C, Conglomerate",Private,1980 (44 yrs old),1001-5000,,https://www.gitam.edu/,Indian MNC
Umang Software Technologies,,,0,"IT Services & Consulting, Software Product, Public, Indian MNC, B2B",Public,2009 (15 yrs old),Nov-50,,https://www.umangsoftware.com/,Indian MNC
Rubicon Research,,,0,"Clinical Research / Contract Research, Internet, Pharmaceutical & Life Sciences, Private, Indian MNC, B2C, B2B, Foreign Unicorn",Private,1999 (25 yrs old),501-1000,,http://www.rubicon.co.in/,Indian MNC
Advent Global Solutions,,,0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.adventglobal.com,Indian MNC
CreditAccess Grameen,4.3,(913 reviews),0,"NBFC, Internet, Public, Corporate, Indian MNC, B2C, B2B",Public,1999 (25 yrs old),10001-50000,,https://www.creditaccessgrameen.in/,Indian MNC
MALABAR GOLD & DIAMONDS,4.1,(744 reviews),4.3K followers ,"Gems & Jewellery, Retail, Private, Indian MNC, B2C, B2B",Private,1993 (31 yrs old),10001-50000,,https://www.malabargoldanddiamonds.com/,Indian MNC
Godrej Infotech,4.1,(259 reviews),19K followers ,"IT Services & Consulting, Private, Indian MNC, B2B",Private,1999 (25 yrs old),501-1000,"Mumbai, Maharashtra",https://www.godrejinfotech.com/index.aspx,Indian MNC
Rocket Software,4.1,(74 reviews),0,"IT Services & Consulting, Software Product, Indian MNC, B2B",,1990 (34 yrs old),,,http://www.rocketsoftware.com/,Indian MNC
WABAG,4,(544 reviews),275 followers ,"Water Treatment / Waste Management, Power, Public, Indian MNC, B2B",Public,1924 (100 yrs old),1001-5000,"Chennai, Tamil Nadu",https://www.wabag.com/,Indian MNC
Solverminds Solutions and Technologies,4,(105 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2003 (21 yrs old),201-500,"Chennai, Tamil Nadu",https://www.solverminds.com/,Indian MNC
Strides Pharma Science,3.9,(808 reviews),0,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C, B2B",Public,1990 (34 yrs old),1001-5000,,http://www.strides.com,Indian MNC
Thejo Engineering,3.7,(135 reviews),0,"Engineering & Construction, Public, Indian MNC, B2B",Public,1974 (50 yrs old),1001-5000,,http://www.thejo-engg.com/,Indian MNC
Forcepoint,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Indian MNC, B2B",Private,2006 (18 yrs old),1001-5000,,http://www.forcepoint.com,Indian MNC
NeoSOFT,4,(1.4K reviews),0,"IT Services & Consulting, Software Product, Private, Indian MNC, B2B",Private,1996 (28 yrs old),1001-5000,,https://www.neosofttech.com/,Indian MNC
SAVA Healthcare,4.1,(142 reviews),0,"Pharmaceutical & Life Sciences, Public, Indian MNC, B2C, B2B",Public,2003 (21 yrs old),,,https://savaglobal.com/,Indian MNC
India Nippon Electricals,4.1,(318 reviews),0,"Auto Components, Public, Indian MNC, B2B",Public,1984 (40 yrs old),1001-5000,,http://www.indianippon.com,Indian MNC
STYLAM Industries,3.6,(189 reviews),0,"Engineering & Construction, Public, Indian MNC, B2C, B2B",Public,1991 (33 yrs old),501-1000,,https://www.stylam.com/,Indian MNC
Dr Lal PathLabs,4.2,(1.4K reviews),8.4K followers ,"Medical Services / Hospital, Public, Indian MNC, B2C",Public,1949 (75 yrs old),1001-5000,,,Indian MNC
RNF Technologies,3.8,(187 reviews),0,"IT Services & Consulting, Recruitment / Staffing, Hardware & Networking, Private, Indian MNC, B2B",Private,2009 (15 yrs old),201-500,,https://www.rnftechnologies.com/,Indian MNC
VIP,4,(743 reviews),4.8K followers ,"Automobile, Internet, Public, Indian MNC, B2C, Soonicorn",Public,1971 (53 yrs old),1001-5000,,http://www.vipindustries.co.in/,Indian MNC
Minfy Technologies,,,0,"IT Services & Consulting, Emerging Technologies, Private, Indian MNC, B2B",Private,2010 (14 yrs old),201-500,"Hyderabad/Secunderabad, India",http://www.minfytech.com,Indian MNC
HBL Power Systems,4,(445 reviews),0,"Electrical Equipment, Public, Indian MNC, B2B",Public,1977 (47 yrs old),1001-5000,,https://www.hbl.in/,Indian MNC
Heidelbergcement India,4.2,(400 reviews),145 followers ,"Building Material, Engineering & Construction, Private, Indian MNC, B2B",Private,2006 (18 yrs old),50001-100000,,http://www.mycemco.com,Indian MNC
Hinduja Tech,4,(200 reviews),4.3K followers ,"Automobile, Auto Components, Public, Indian MNC, B2B, Conglomerate",Public,2009 (15 yrs old),1001-5000,"Chennai, Tamil Nadu",https://www.hindujagroup.com/,Indian MNC
GD Research Center (GDRC),3.6,(255 reviews),0,"Analytics / KPO / Research, Private, Indian MNC, B2B",Private,2007 (17 yrs old),1001-5000,,https://www.gdresearchcenter.com/,Indian MNC
Fineotex Chemical,4.1,(23 reviews),0,"Chemicals, Public, Indian MNC, B2B",Public,1994 (30 yrs old),501-1000,,http://www.fineotex.com,Indian MNC
Punchh Tech India,3.6,(21 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B",Private,2011 (13 yrs old),51-200,,https://punchh.com,Indian MNC
Jasmin Infotech,4.2,(138 reviews),0,"Hardware & Networking, Private, Indian MNC, B2B",Private,1998 (26 yrs old),501-1000,,http://www.jasmin-infotech.com,Indian MNC
THERMAX,4.2,(2.9K reviews),28.6K followers ,"Industrial Equipment / Machinery, Power, Public, Indian MNC, B2C, B2B",Public,1966 (58 yrs old),5001-10000,Pune,https://www.thermaxglobal.com/,Indian MNC
PACE ,,,0,"Electrical Equipment, Power, Private, Indian MNC, B2B",Private,1949 (75 yrs old),501-1000,,http://www.pacepowerindia.com,Indian MNC
Inspira Enterprise India,3.8,(391 reviews),0,"IT Services & Consulting, Private, Indian MNC, B2B, SaaS",Private,2008 (16 yrs old),1001-5000,,https://www.inspiraenterprise.com/,Indian MNC
Nucleus Software Exports,3.6,(440 reviews),3.6K followers ,"Software Product, Public, Indian MNC, B2B",Public,1986 (38 yrs old),1001-5000,,,Indian MNC
Nipro India Corporation,,,0,"Medical Services / Hospital, Private, Indian MNC, B2B",Private,2010 (14 yrs old),1001-5000,,http://www.niproindia.com,Indian MNC
SAEL Industries Limited,3.8,(174 reviews),420 followers ,"Power, Engineering & Construction, Private, Indian MNC, B2B, Conglomerate",Private,1999 (25 yrs old),501-1000,New Delhi,https://www.sael.co/,Indian MNC
Tata Consumer Products,3.9,(682 reviews),4.2K followers ,"FMCG, Beverage, Public, Indian MNC, B2C",Public,1962 (62 yrs old),1001-5000,,,Indian MNC
CSG International,4.2,(384 reviews),6.7K followers ,"IT Services & Consulting, Internet, Telecom / ISP, FinTech / Payments, Emerging Technologies, Private, Indian MNC, B2B, SaaS",Private,1994 (30 yrs old),5001-10000,"Englewood, CO ",https://www.csgi.com/,Indian MNC
Jubilant FoodWorks (JFL),3.9,(2.4K reviews),17.4K followers ,"Hotels & Restaurants, Public, Indian MNC, B2C",Public,1995 (29 yrs old),10001-50000,,,Indian MNC
Teamware Solutions,4.3,(539 reviews),0,"Recruitment / Staffing, Private, Indian MNC, B2B",Private,2003 (21 yrs old),1001-5000,,https://www.teamwaresolutions.net/,Indian MNC
Yalamanchili Software Exports,,,0,"Software Product, IT Services & Consulting, Public, Indian MNC, B2B",Public,2001 (23 yrs old),501-1000,,http://www.yalamanchili.com.sg,Indian MNC
Neologic Engineers,3.6,(36 reviews),0,"Industrial Equipment / Machinery, Private, Indian MNC, B2B",Private,2007 (17 yrs old),51-200,Pune,https://www.neologicengineers.com/,Indian MNC
