Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
Profinch Solutions,,,273 followers ,"FinTech / Payments, Internet, Startup",Private,2014 (10 yrs old),Nov-50,,,Startup,Small
Groww,3.9,(180 reviews),11.8K followers ,"Financial Services, Internet, Private, Startup, B2C, Unicorn",Private,2017 (7 yrs old),201-500,"Bengaluru, India",https://groww.in/,Startup,Medium
Zostel Hospitality,4.1,(17 reviews),0,"Hotels & Restaurants, Internet, Private, Startup, B2C, Minicorn",Private,2013 (11 yrs old),Nov-50,"Gurgaon, India",https://www.zostel.com,Startup,Small
Epifi Technologies,3.7,(30 reviews),208 followers ,"FinTech / Payments, Internet, Private, Startup, B2C, B2B",Private,2019 (5 yrs old),51-200,"Bengaluru, India",https://fi.money/,Startup,Small
HyperVerge,4.4,(20 reviews),0,"Internet, IT Services & Consulting, Private, Startup, B2B, Minicorn",Private,2014 (10 yrs old),Nov-50,,https://hyperverge.co/,Startup,Small
TheMathcompany,,,0,"Emerging Technologies, Internet, Private, Startup, B2B",Private,2016 (8 yrs old),1001-5000,"Bengaluru/Bangalore, India",https://www.mathco.com,Startup,Medium
Victrix Systems and Labs,4.4,(4 reviews),396 followers ,"IT Services & Consulting, Startup, B2B",,2020 (4 yrs old),Nov-50,"Pune, India",https://victrixsystems.com/,Startup,Small
Bitcipher Labs,,,238 followers ,"Financial Services, Software Product, Startup, B2C, Unicorn",,2017 (7 yrs old),501-1000,"Bengaluru/Bangalore, India",https://coinswitch.co/,Startup,Medium
Biz Hero India,4.7,(42 reviews),0,"IT Services & Consulting, Financial Services, Startup, SaaS, Minicorn",,2016 (8 yrs old),,"Kolkata, West Bengal",https://nowpurchase.com/,Startup,
GyanDhan,,,0,"FinTech / Payments, Financial Services, Internet, Private, Startup, B2B",Private,2015 (9 yrs old),Nov-50,,,Startup,Small
NOTIFIED DM INDIA,3.6,(17 reviews),0,"Engineering & Construction, Startup, B2B",,,1001-5000,,https://www.notified.com/,Startup,Medium
Trycon Technologies,4.9,(43 reviews),0,"Software Product, IT Services & Consulting, Private, Startup, B2B, SaaS",Private,2013 (11 yrs old),,"Noida, Uttar Pradesh",https://trycon.io/,Startup,
MindTickle,,,2.9K followers ,"Software Product, Internet, Private, Startup, B2B, SaaS, Unicorn",Private,2011 (13 yrs old),51-200,,https://www.mindtickle.com,Startup,Small
GetMyUni,,,0,"Education / Training, Internet, Private, Startup, B2C",Private,2015 (9 yrs old),51-200,,https://www.getmyuni.com/,Startup,Small
PlanetSpark,3.7,(1.7K reviews),721 followers ,"e-Learning / EdTech, Internet, Private, Startup, B2C, Minicorn",Private,2017 (7 yrs old),201-500,,,Startup,Medium
Ambrane India,4.6,(125 reviews),0,"Consumer Electronics & Appliances, Internet, Private, Startup, B2C",Private,2012 (12 yrs old),201-500,,https://ambraneindia.com/,Startup,Medium
BlackBuck,3.9,(2K reviews),3.5K followers ,"Internet, Urban Transport, Private, Startup, B2B, SaaS, Unicorn",Private,2015 (9 yrs old),1001-5000,"Bengaluru, India",https://www.blackbuck.com,Startup,Medium
Vahdam Teas,3.6,(65 reviews),179 followers ,"Financial Services, Internet, Startup, D2C, Minicorn",,2014 (10 yrs old),51-200,,,Startup,Small
Ofb Tech,,,412 followers ,"Internet, Private, Startup, Corporate, B2B, Unicorn",Private,2015 (9 yrs old),201-500,"Gurgaon, India",https://www.ofbusiness.com,Startup,Medium
Gozo ,3.8,(54 reviews),155 followers ,"Internet, Private, Startup, B2C, E-commerce",Private,2015 (9 yrs old),10001-50000,,,Startup,Large
DeHaat,3.7,(428 reviews),0,"Agriculture / Forestry / Fishing, Internet, Private, Startup, B2B, Soonicorn",Private,2019 (5 yrs old),201-500,,https://www.agrevolution.in,Startup,Medium
Phi Commerce,,,137 followers ,"FinTech / Payments, Startup, B2B",,,,,,Startup,
IndustryBuying,,,210 followers ,"Import & Export, Internet, Industrial Equipment / Machinery, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),,Delhi,https://www.industrybuying.com,Startup,
Imarticus,4.2,(256 reviews),128 followers ,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, B2C, Minicorn",Private,2012 (12 yrs old),51-200,,,Startup,Small
CreditEnable,,,0,"FinTech / Payments, Internet, Private, Startup, B2C, B2B, SaaS, Minicorn",Private,2016 (8 yrs old),Nov-50,,,Startup,Small
Acquia,4.4,(48 reviews),221 followers ,"Software Product, Internet, Hardware & Networking, Private, Startup, B2B, SaaS",Private,2015 (9 yrs old),1001-5000,,,Startup,Medium
PickYourTrail,3.8,(69 reviews),0,"Travel & Tourism, Internet, Private, Startup, B2C, B2B, Minicorn",Private,2014 (10 yrs old),201-500,"Chennai, India",https://pickyourtrail.com/,Startup,Medium
Metamorphosis,,,0,"e-Learning / EdTech, Internet, Startup",Private,2017 (7 yrs old),,,,Startup,
Signetpay,,,0,"FinTech / Payments, Startup, B2B",,2014 (10 yrs old),,,,Startup,
ELIXR LABS TECHNOLOGIES,4.6,(88 reviews),0,"IT Services & Consulting, Medical Services / Hospital, Software Product, Private, Startup, B2B",Private,2021 (3 yrs old),51-200,"Thiruvananthapuram, Kerala",https://theelixrlabs.com,Startup,Small
Postman,3.9,(28 reviews),3.7K followers ,"Software Product, Internet, Power, Private, Startup, B2B, SaaS, Unicorn",Private,2014 (10 yrs old),51-200,,https://www.postman.com,Startup,Small
Food Hub Software Solutions,4.1,(47 reviews),687 followers ,"Internet, Startup",,2021 (3 yrs old),1001-5000,,https://foodhubcareers.com/index.html,Startup,Medium
	MamaEarth,4.0,(143 reviews),2.5K followers ,"Beauty & Personal Care, Internet, Startup, B2C, D2C, Graduated Unicorn",,2016 (8 yrs old),51-200,,,Startup,Small
NoPaperForms Solutions,,,0,"Internet, Software Product, Private, Startup, B2B, SaaS, Minicorn",Private,2017 (7 yrs old),201-500,"Gurgaon/Gurugram, Haryana",https://www.meritto.com,Startup,Medium
Acko,3.8,(389 reviews),6.9K followers ,"Insurance, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2016 (8 yrs old),1001-5000,"Bengaluru/Bangalore, Karnataka",http://www.acko.com,Startup,Medium
Socure India,,,164 followers ,"FinTech / Payments, Internet, Private, Startup, B2B",Private,2012 (12 yrs old),51-200,,,Startup,Small
Mystro,,,139 followers ,"FinTech / Payments, Internet, Private, Startup, B2B",Private,2017 (7 yrs old),Nov-50,"Mumbai, India",,Startup,Small
Emeritus,4.0,(70 reviews),341 followers ,"Education / Training, Internet, Private, Startup, Foreign Unicorn",Private,2015 (9 yrs old),51-200,,,Startup,Small
CMS IT Services,,,12.6K followers ,"IT Services & Consulting, Internet, Retail, Textile & Apparel, Private, Startup, Corporate, B2B",Private,2014 (10 yrs old),5001-10000,,http://https://www.cmsitservices.com/,Startup,Medium
Peachmode.com,,,143 followers ,"Internet, Private, Startup, B2B, E-commerce",Private,2013 (11 yrs old),51-200,,,Startup,Small
Hike Education,,,0,"e-Learning / EdTech, Private, Startup, B2C",Private,2014 (10 yrs old),,"Gurgaon/Gurugram, Haryana",http://www.hikeedu.in,Startup,
CallHealth,3.7,(181 reviews),0,"Medical Services / Hospital, Internet, Private, Startup, B2C, Soonicorn",Private,2013 (11 yrs old),501-1000,,https://www.callhealth.com,Startup,Medium
Indifi Technologies,3.8,(222 reviews),1.3K followers ,"FinTech / Payments, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2015 (9 yrs old),51-200,,,Startup,Small
GlobalBees Brands,,,359 followers ,"Internet, Startup, Unicorn",,2021 (3 yrs old),,,,Startup,
LendingKart,,,473 followers ,"NBFC, Financial Services, Internet, Public, Startup, B2B, Soonicorn",Public,2014 (10 yrs old),501-1000,,,Startup,Medium
Profinch Solutions,,,273 followers ,"FinTech / Payments, Internet, Startup",Private,2014 (10 yrs old),Nov-50,,,Startup,Small
GetSetHome,,,0,"Retail, Internet, Private, Startup, B2B",Private,2014 (10 yrs old),Nov-50,,https://www.getsethome.com/,Startup,Small
ProMobi Technologies,3.8,(35 reviews),0,"IT Services & Consulting, Internet, Software Product, Private, Startup, B2B",Private,2013 (11 yrs old),Nov-50,"Pune, Maharashtra",https://promobitech.com,Startup,Small
Vakilsearch,3.6,(156 reviews),0,"Legal, Internet, Private, Startup, Corporate, B2C, B2B, Minicorn",Private,2012 (12 yrs old),51-200,"Chennai, India",https://vakilsearch.com/,Startup,Small
Molbio Diagnostics,,,380 followers ,"Internet, Startup, Minicorn, Unicorn",,2012 (12 yrs old),51-200,,,Startup,Small
Agilisium,,,0,"IT Services & Consulting, Startup",,2014 (10 yrs old),1001-5000,"Los Angeles, California",https://www.agilisium.com/,Startup,Medium
BharatPe,3.6,(324 reviews),4.7K followers ,"FinTech / Payments, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2018 (6 yrs old),201-500,"New Delhi, India",https://bharatpe.com/,Startup,Medium
Firstventure,,,102 followers ,"e-Learning / EdTech, Startup, B2B",,2012 (12 yrs old),,,,Startup,
String Bio,,,0,"Biotechnology, Internet, IT Services & Consulting, Private, Startup, B2B",Private,2013 (11 yrs old),Nov-50,"Bengaluru, India",http://www.stringbio.com,Startup,Small
Tiger Analytics,,,551 followers ,"Analytics / KPO / Research, Private, Startup, B2B",Private,2011 (13 yrs old),1001-5000,,https://www.tigeranalytics.com/,Startup,Medium
Happay,,,137 followers ,"Software Product, Internet, Private, Startup, B2B",Private,2012 (12 yrs old),201-500,,,Startup,Medium
Network People Services Technologies,3.9,(63 reviews),231 followers ,"IT Services & Consulting, Private, Startup, B2B",Private,2013 (11 yrs old),51-200,,https://www.npstx.com/,Startup,Small
Quantiphi Analytics Solutions,,,239 followers ,"IT Services & Consulting, Internet, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),1001-5000,,https://quantiphi.com/,Startup,Medium
Ambrane India,4.6,(125 reviews),0,"Consumer Electronics & Appliances, Internet, Private, Startup, B2C",Private,2012 (12 yrs old),201-500,,https://ambraneindia.com/,Startup,Medium
Goqii,3.8,(84 reviews),1.5K followers ,"Fitness & Wellness, Internet, Private, Startup, B2C, Minicorn",Private,2014 (10 yrs old),51-200,,https://goqii.com/us-en,Startup,Small
Rapidue Technologies,,,148 followers ,"IT Services & Consulting, Private, Startup, B2B",Private,2017 (7 yrs old),51-200,,,Startup,Small
Vitaminhaat,4.0,(7 reviews),567 followers ,"Internet, Financial Services, Private, Startup, B2B, E-commerce",Private,2015 (9 yrs old),201-500,,,Startup,Medium
Phi Commerce,,,137 followers ,"FinTech / Payments, Startup, B2B",,,,,,Startup,
itilite,,,114 followers ,"Software Product, Internet, Travel & Tourism, Private, Startup, B2B, SaaS, Minicorn",Private,2017 (7 yrs old),51-200,"Bengaluru, India",https://www.itilite.com/home,Startup,Small
Clarivate,3.9,(508 reviews),806 followers ,"Analytics / KPO / Research, Internet, IT Services & Consulting, Public, Startup, Foreign MNC, B2B, SaaS",Public,2016 (8 yrs old),10001-50000,St. Helier Jersey,https://clarivate.com/,Startup,Large
edWisor.com,,,0,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, B2B",Private,2015 (9 yrs old),51-200,,,Startup,Small
HappyEasyGo,,,0,"Travel & Tourism, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2017 (7 yrs old),51-200,,https://www.happyeasygo.com,Startup,Small
Acquia,4.4,(48 reviews),221 followers ,"Software Product, Internet, Hardware & Networking, Private, Startup, B2B, SaaS",Private,2015 (9 yrs old),1001-5000,,,Startup,Medium
Ketto,4.0,(191 reviews),637 followers ,"Internet, IT Services & Consulting, Private, Startup, B2C, SaaS, Minicorn",Private,2012 (12 yrs old),201-500,"Mumbai, Maharashtra",https://www.ketto.org/,Startup,Medium
CREDRIGHT,4.2,(36 reviews),0,"FinTech / Payments, Startup",,2016 (8 yrs old),,,,Startup,
SAI UNIVERSITY ,4.3,(7 reviews),165 followers ,"Education / Training, Startup, B2C",,2021 (3 yrs old),Nov-50,"Chennai, Tamil Nadu",https://saiuniversity.edu.in/,Startup,Small
Metamorphosis,,,0,"e-Learning / EdTech, Internet, Startup",Private,2017 (7 yrs old),,,,Startup,
Licious,3.8,(471 reviews),6.6K followers ,"Internet, Food Processing, Private, Startup, B2C, D2C, Unicorn",Private,2015 (9 yrs old),1001-5000,,,Startup,Medium
KrazyBee,3.9,(226 reviews),0,"Internet, Private, Startup, Corporate, B2B, E-commerce, Soonicorn",Private,2016 (8 yrs old),501-1000,,https://react.krazybee.com/,Startup,Medium
OKINAWA,3.8,(119 reviews),0,"Auto Components, Internet, Private, Startup, B2B",Private,2016 (8 yrs old),51-200,,http://okinawascooters.com/,Startup,Small
OYO,,,15.1K followers ,"Hotels & Restaurants, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2013 (11 yrs old),10001-50000, Gurgaon,https://www.oyorooms.com,Startup,Large
Slice,,,681 followers ,"FinTech / Payments, Financial Services, NBFC, Private, Startup, Corporate, B2C, B2B, E-commerce, Unicorn",Private,2015 (9 yrs old),51-200,"Bengaluru, India",https://sliceit.com/,Startup,Small
ELIXR LABS TECHNOLOGIES,4.6,(88 reviews),0,"IT Services & Consulting, Medical Services / Hospital, Software Product, Private, Startup, B2B",Private,2021 (3 yrs old),51-200,"Thiruvananthapuram, Kerala",https://theelixrlabs.com,Startup,Small
Avataar,3.6,(54 reviews),150 followers ,"Internet, Private, Startup, B2B, SaaS, Minicorn",Private,2014 (10 yrs old),51-200,"Bengaluru, India",https://www.avataar.me,Startup,Small
Tide Platform Technology And Servicing,3.9,(8 reviews),117 followers ,"FinTech / Payments, Startup",,,,,,Startup,
Alight,3.9,(41 reviews),1.2K followers ,"IT Services & Consulting, LLC, Startup, B2B",LLC,2017 (7 yrs old),10001-50000,"Illinois, United States (USA)",https://www.alight.com/,Startup,Large
SmartWorks,,,11.4K followers ,"Real Estate, Internet, Private, Startup, B2B, Soonicorn",Private,2016 (8 yrs old),,,,Startup,
Swiggy,3.8,(3.5K reviews),37.4K followers ,"Internet, Courier / Logistics, Startup, B2C, B2B, Unicorn",Private,2014 (10 yrs old),5001-10000, Bengaluru,,Startup,Medium
Hive,,,608 followers ,"Software Product, Internet, Hardware & Networking, Private, Startup, B2B, SaaS, Foreign Unicorn",Private,2013 (11 yrs old),51-200,,,Startup,Small
Zoomcar,3.7,(320 reviews),318 followers ,"Internet, Urban Transport, Private, Startup, B2C, E-commerce, Soonicorn",Private,2012 (12 yrs old),201-500, Bengaluru,https://www.zoomcar.com,Startup,Medium
Skidos,3.9,(14 reviews),0,"e-Learning / EdTech, Private, Startup, B2C",,2015 (9 yrs old),01-Oct,,http://www.skidos.com,Startup,Small
Sequretek It Solutions,,,0,"Emerging Technologies, Internet, Private, Startup, B2B, SaaS, Minicorn",Private,2013 (11 yrs old),201-500,"Mumbai, Maharashtra",https://www.sequretek.com,Startup,Medium
Open Door,4.3,(6 reviews),0,"Education / Training, Internet, Startup, B2C",,2013 (11 yrs old),,,https://www.opendooreducation.in,Startup,
HomeLane,,,279 followers ,"Architecture / Interior Design, Furniture & Furnishing, Internet, Private, Startup, B2C, B2B, Soonicorn",Private,2014 (10 yrs old),1001-5000,"Bengaluru/Bangalore, Karnataka",http://homelane.com,Startup,Medium
6Sense,,,0,"Software Product, Internet, Advertising & Marketing, Private, Startup, B2B",Private,2013 (11 yrs old),1001-5000,,http://www.6sense.com,Startup,Medium
CMS IT Services,,,12.6K followers ,"IT Services & Consulting, Internet, Retail, Textile & Apparel, Private, Startup, Corporate, B2B",Private,2014 (10 yrs old),5001-10000,,http://https://www.cmsitservices.com/,Startup,Medium
Incred,4.0,(265 reviews),2.9K followers ,"NBFC, Financial Services, Internet, Private, Startup, B2C, B2B, Soonicorn, Unicorn",Private,2016 (8 yrs old),1001-5000,,https://www.incred.com,Startup,Medium
Increff,,,109 followers ,"Software Product, Internet, Private, Startup, B2C, SaaS, E-commerce, Minicorn",Private,2016 (8 yrs old),51-200,"Bengaluru, India",,Startup,Small
Coleda B2B,,,182 followers ,"Advertising & Marketing, Startup, B2B",,2018 (6 yrs old),,"Pune, India",https://coledab2b.com/,Startup,
Singhania Education Services,,,0,"e-Learning / EdTech, Education / Training, Private, Startup, B2C, B2B",Private,2020 (4 yrs old),51-200,"Thane, Maharashtra",https://singhaniaeducationservices.com/,Startup,Small
Tookitaki,,,249 followers ,"Software Product, Advertising / PR / Events, Internet, Private, Startup, B2B, SaaS, Minicorn",Private,2014 (10 yrs old),Nov-50,,https://www.tookitaki.ai,Startup,Small
TALENTEDGE,,,0,"e-Learning / EdTech, Internet, Education / Training, Private, Startup, B2B",Private,2012 (12 yrs old),201-500,,https://www.talentedge.com/,Startup,Medium
Zeta,,,5K followers ,"Emerging Technologies, Internet, Private, Startup, B2B, SaaS, Unicorn",Private,2015 (9 yrs old),1001-5000,"Bengaluru, India",https://www.zeta.tech/us,Startup,Medium
GUILTFREE INDUSTRIES,3.7,(183 reviews),0,"FMCG, Public, Startup, B2C",Public,2016 (8 yrs old),201-500,,http://https://www.tooyumm.com/,Startup,Medium
PhonePe,4.1,(1.8K reviews),5.9K followers ,"FinTech / Payments, Financial Services, Private, Startup, B2C, B2B, Graduated Unicorn",Private,2015 (9 yrs old),1001-5000,"Bengaluru, India",http://www.phonepe.com,Startup,Medium
Khatabook,3.6,(131 reviews),669 followers ,"FinTech / Payments, Private, Startup, B2C, SaaS, E-commerce, Soonicorn",Private,2018 (6 yrs old),501-1000,"Bengaluru, India",https://www.khatabook.com,Startup,Medium
Cytecare,4.7,(122 reviews),0,"Medical Services / Hospital, Internet, Private, Startup, B2C",Private,2014 (10 yrs old),201-500,,http://www.cytecare.com,Startup,Medium
Fastenal,,,0,"IT Services & Consulting, Internet, BPO / Call Centre, Private, Startup, B2B",Private,2013 (11 yrs old),10001-50000,,http://www.fastenal.com,Startup,Large
Wheelseye Technology,3.7,(968 reviews),0,"Internet, IT Services & Consulting, Private, Startup, B2B, SaaS",Private,2017 (7 yrs old),Nov-50,,http://www.wheelseye.com,Startup,Small
Budli.in,,,324 followers ,"Internet, Financial Services, Private, Startup, B2B, E-commerce",Private,2015 (9 yrs old),Nov-50,,,Startup,Small
NxtWave Disruptive Technologies,3.9,(491 reviews),192 followers ,"e-Learning / EdTech, Education / Training, Private, Startup, B2C",Private,2020 (4 yrs old),1001-5000,,https://www.ccbp.in/,Startup,Medium
Blackbuck Insights (BBI),4.0,(118 reviews),0,"IT Services & Consulting, Private, Startup, B2B",Private,2016 (8 yrs old),501-1000,,https://bbinsight.com/,Startup,Medium
Biz Hero India,4.7,(42 reviews),0,"IT Services & Consulting, Financial Services, Startup, SaaS, Minicorn",,2016 (8 yrs old),,"Kolkata, West Bengal",https://nowpurchase.com/,Startup,
Instavans Logistics,,,0,"Courier / Logistics, Internet, Private, Startup, B2B, SaaS",Private,2015 (9 yrs old),Nov-50,,http://www.instavans.com,Startup,Small
Droom,,,3.1K followers ,"Internet, Private, Startup, B2C, B2B, Unicorn",Private,2014 (10 yrs old),201-500,,https://droom.in/,Startup,Medium
Polestar,4.4,(342 reviews),0,"IT Services & Consulting, Internet, Private, Startup, B2B",Private,2012 (12 yrs old),201-500,,http://www.polestarllp.com,Startup,Medium
Trycon Technologies,4.9,(43 reviews),0,"Software Product, IT Services & Consulting, Private, Startup, B2B, SaaS",Private,2013 (11 yrs old),,"Noida, Uttar Pradesh",https://trycon.io/,Startup,
Eshopbox Ecommerce,,,0,"Internet, Startup",,2012 (12 yrs old),51-200,,http://www.eshopbox.com,Startup,Small
Ambrane India,4.6,(125 reviews),0,"Consumer Electronics & Appliances, Internet, Private, Startup, B2C",Private,2012 (12 yrs old),201-500,,https://ambraneindia.com/,Startup,Medium
Aye Finance,4.2,(1.1K reviews),1.4K followers ,"NBFC, Internet, Private, Startup, B2B",Private,2013 (11 yrs old),1001-5000,,https://ayefin.com/,Startup,Medium
Goqii,3.8,(84 reviews),1.5K followers ,"Fitness & Wellness, Internet, Private, Startup, B2C, Minicorn",Private,2014 (10 yrs old),51-200,,https://goqii.com/us-en,Startup,Small
BuildNext,3.9,(28 reviews),0,"Engineering & Construction, Internet, Private, Startup, B2C, B2B",Private,2015 (9 yrs old),51-200,,http://buildnext.in,Startup,Small
IndiaLends,3.7,(125 reviews),0,"Financial Services, Internet, Private, Startup, B2C, B2B, Minicorn",Private,2014 (10 yrs old),201-500,,https://indialends.com/,Startup,Medium
Smart Joules,3.7,(42 reviews),0,"Power, Internet, Private, Startup, B2B",Private,2014 (10 yrs old),51-200,,http://www.smartjoules.in/,Startup,Small
Clarivate,3.9,(508 reviews),806 followers ,"Analytics / KPO / Research, Internet, IT Services & Consulting, Public, Startup, Foreign MNC, B2B, SaaS",Public,2016 (8 yrs old),10001-50000,St. Helier Jersey,https://clarivate.com/,Startup,Large
Pay1,4.3,(20 reviews),0,"FinTech / Payments, Internet, Startup",,2014 (10 yrs old),51-200,,,Startup,Small
Pagarbook,4.1,(129 reviews),117 followers ,"Software Product, Internet, Private, Startup, B2C, SaaS, Minicorn",Private,2019 (5 yrs old),51-200,"Bengaluru, India",https://pagarbook.com/,Startup,Small
Freight Tiger,3.7,(71 reviews),0,"Courier / Logistics, Internet, Startup, B2B, SaaS, Minicorn",,2014 (10 yrs old),51-200,"Mumbai, India",https://www.freighttiger.com,Startup,Small
Toppr,,,13.3K followers ,"e-Learning / EdTech, Internet, Private, Startup, B2C",Private,2013 (11 yrs old),1001-5000, Mumbai,http://www.toppr.com,Startup,Medium
OKINAWA,3.8,(119 reviews),0,"Auto Components, Internet, Private, Startup, B2B",Private,2016 (8 yrs old),51-200,,http://okinawascooters.com/,Startup,Small
PropTiger,4.1,(325 reviews),0,"Internet, Real Estate, Private, Startup, B2C, B2B, Soonicorn",Private,2011 (13 yrs old),1001-5000,,,Startup,Medium
Slice,,,681 followers ,"FinTech / Payments, Financial Services, NBFC, Private, Startup, Corporate, B2C, B2B, E-commerce, Unicorn",Private,2015 (9 yrs old),51-200,"Bengaluru, India",https://sliceit.com/,Startup,Small
	MamaEarth,4.0,(143 reviews),2.5K followers ,"Beauty & Personal Care, Internet, Startup, B2C, D2C, Graduated Unicorn",,2016 (8 yrs old),51-200,,,Startup,Small
Nettv4u,4.0,(15 reviews),577 followers ,"Internet, Private, Startup, B2C",Private,2014 (10 yrs old),Nov-50,,,Startup,Small
Neuroglia Health,,,266 followers ,"e-Learning / EdTech, Startup",,,,,,Startup,
TELUS International,3.8,(957 reviews),8.8K followers ,"IT Services & Consulting, Startup, Foreign MNC, B2B",Private,2002 (22 yrs old),1001-5000,,http://www.xavient.com,Startup,Medium
moglix,3.6,(448 reviews),1.4K followers ,"Internet, Retail, Private, Startup, B2B, Unicorn",Private,2015 (9 yrs old),,"Singapore, Singapore",https://www.moglix.com/,Startup,
Chingari,,,202 followers ,"Film / Music / Entertainment, Private, Startup, B2C, Soonicorn",,2018 (6 yrs old),201-500,"Bengaluru, Karnataka",https://chingari.io/,Startup,Medium
Aarav Unmanned Systems,3.6,(25 reviews),0,"Aviation, Financial Services, Internet, Private, Startup, B2B",Private,2013 (11 yrs old),Nov-50,,http://aus.co.in,Startup,Small
6Sense,,,0,"Software Product, Internet, Advertising & Marketing, Private, Startup, B2B",Private,2013 (11 yrs old),1001-5000,,http://www.6sense.com,Startup,Medium
Fleetx,3.7,(145 reviews),258 followers ,"IT Services & Consulting, Internet, Courier / Logistics, Emerging Technologies, Software Product, Private, Startup, B2B, SaaS, Minicorn",Private,2017 (7 yrs old),51-200,,,Startup,Small
Peachmode.com,,,143 followers ,"Internet, Private, Startup, B2B, E-commerce",Private,2013 (11 yrs old),51-200,,,Startup,Small
Tracxn,,,25K followers ,"IT Services & Consulting, Internet, Private, Startup, B2C, B2B, SaaS, Minicorn",Private,2013 (11 yrs old),501-1000,Bangalore,,Startup,Medium
BPRISE,4.4,(5 reviews),0,"Internet, Private, Startup, B2B",Private,2016 (8 yrs old),Nov-50,,https://www.bprise.com/,Startup,Small
polygon,4.3,(3 reviews),144 followers ,"Internet, Startup, Unicorn",,2020 (4 yrs old),,,,Startup,
XpressBees,3.7,(1.9K reviews),10K followers ,"Courier / Logistics, Internet, Private, Startup, B2C, B2B, Unicorn",Private,2015 (9 yrs old),5001-10000,,,Startup,Medium
Smartanalyst India,3.6,(104 reviews),0,"IT Services & Consulting, Software Product, Hardware & Networking, Internet, Private, Startup, B2B, Minicorn",Private,2014 (10 yrs old),Nov-50,,https://www.getsmarte.in,Startup,Small
Groww,3.9,(180 reviews),11.8K followers ,"Financial Services, Internet, Private, Startup, B2C, Unicorn",Private,2017 (7 yrs old),201-500,"Bengaluru, India",https://groww.in/,Startup,Medium
Mad About Sports Opc,4.2,(26 reviews),0,"e-Learning / EdTech, Startup, B2C",,2020 (4 yrs old),51-200,,https://madaboutsports.in/,Startup,Small
Realty assistant,4.1,(350 reviews),0,"Internet, Private, Startup",Private,2019 (5 yrs old),Nov-50,"Noida, India",http://www.realtyassistant.in,Startup,Small
Blue Tokai Coffee Roasters,,,0,"Beverage, Internet, Private, Startup, B2C, B2B",Private,2012 (12 yrs old),201-500,,https://bluetokaicoffee.com/,Startup,Medium
Vakilsearch,3.6,(156 reviews),0,"Legal, Internet, Private, Startup, Corporate, B2C, B2B, Minicorn",Private,2012 (12 yrs old),51-200,"Chennai, India",https://vakilsearch.com/,Startup,Small
Classplus,,,491 followers ,"e-Learning / EdTech, Internet, Private, Startup, B2C, B2B, SaaS, Soonicorn",Private,2015 (9 yrs old),201-500,"Noida, India",https://classplusapp.com,Startup,Medium
JoulestoWatts,,,130 followers ,"IT Services & Consulting, Internet, Private, Startup, B2B",Private,2015 (9 yrs old),1001-5000,,http://www.joulestowatts.com,Startup,Medium
Molbio Diagnostics,,,380 followers ,"Internet, Startup, Minicorn, Unicorn",,2012 (12 yrs old),51-200,,,Startup,Small
Hero Housing Finance,3.8,(198 reviews),141 followers ,"Financial Services, Startup, B2C",,2017 (7 yrs old),1001-5000,"New Delhi, Delhi",https://www.herohousingfinance.com/,Startup,Medium
Agilisium,,,0,"IT Services & Consulting, Startup",,2014 (10 yrs old),1001-5000,"Los Angeles, California",https://www.agilisium.com/,Startup,Medium
Edgistify,4.5,(28 reviews),0,"Internet, Startup",,2017 (7 yrs old),Nov-50,,http://www.edgistify.com,Startup,Small
LotusPay,,,113 followers ,"FinTech / Payments, Startup, B2B",,2017 (7 yrs old),,,,Startup,
Bread Financial,4.4,(166 reviews),2.6K followers ,"FinTech / Payments, Banking, Auto Components, Public, Startup, B2C, B2B, Foreign Unicorn",Public,1996 (28 yrs old),5001-10000,"Bengaluru/Bangalore, Karnataka",https://www.breadfinancial.com/,Startup,Medium
Vuca Consulting,,,182 followers ,"Recruitment / Staffing, Private, Startup, B2B",Private,2018 (6 yrs old),,,,Startup,
SentinelOne,,,0,"Internet, IT Services & Consulting, Startup",,2013 (11 yrs old),1001-5000,"California, United States",https://www.sentinelone.com,Startup,Medium
Nestaway,4.0,(253 reviews),121 followers ,"Internet, Real Estate, Private, Startup, B2C, Soonicorn",Private,2015 (9 yrs old),1001-5000,,,Startup,Medium
DeHaat,3.7,(428 reviews),0,"Agriculture / Forestry / Fishing, Internet, Private, Startup, B2B, Soonicorn",Private,2019 (5 yrs old),201-500,,https://www.agrevolution.in,Startup,Medium
IndustryBuying,,,210 followers ,"Import & Export, Internet, Industrial Equipment / Machinery, Private, Startup, B2B, Minicorn",Private,2013 (11 yrs old),,Delhi,https://www.industrybuying.com,Startup,
Wellthy Therapeutics,3.8,(43 reviews),0,"Medical Services / Hospital, Financial Services, Internet, Private, Startup, B2C",Private,2015 (9 yrs old),51-200,,https://wellthytherapeutics.com/,Startup,Small
